u,v,key,osmid,oneway,highway,maxspeed,reversed,length,from,to,lanes,name,bridge,junction,width,access,service,tunnel
462009631,914202058,0,62002254,1,residential,40,False,121.983,462009631,914202058,,Calle San Jos?�,,,,,,,
462009631,1264349178,0,675622469,1,residential,40,False,120.573,462009631,1264349178,2,Calle Peral,,,,,,,
462009631,911059921,0,675622469,1,residential,40,False,124.063,911059921,462009631,2,Calle Peral,,,,,,,
462009631,4110755574,0,62002254,1,residential,40,False,51.771,4110755574,462009631,,Calle San Jos?�,,,,,,,
472283032,1284479843,0,110829708,0,service,,True,76.191,1284479843,472283032,,Veliz,,,,,,alley,
472283032,5379249150,0,644545197,1,tertiary,40,False,32.118,472283032,5379249150,1,Calle Rivero,,,,,,,
472283032,914626999,0,644545197,1,tertiary,40,False,80.377,914626999,472283032,1,Calle Rivero,,,,,,,
472283033,531252148,0,356857774,1,tertiary,,False,7.409,472283033,531252148,,Calle Rivero,,,,,,,
472283033,10997907532,0,1270954405,1,primary,60,False,73.03,472283033,10997907532,2,Juan del la Torre,,,,,,,
472283033,531270096,0,1284435489,1,tertiary,40,False,53.89,531270096,472283033,1,Calle Rivero,,,,,,,
472283033,5379249145,0,113213184,1,primary,60,False,62.67,5379249145,472283033,2,Juan del la Torre,,,,,,,
531251853,1264342868,0,535581057,0,footway,,True,33.352,1264342868,531251853,,,,,,,,,
531251864,1284479893,0,42551431,0,service,,False,113.881,1284479893,531251864,,Pasaje Violin,,,,,,alley,
531251864,8692107835,0,113213184,1,primary,60,False,125.018,531251864,8692107835,2,Juan del la Torre,,,,,,,
531251864,10885702067,0,113213184,1,primary,60,False,105.031,10885702067,531251864,2,Juan del la Torre,,,,,,,
531251889,10885702051,0,113213184,1,primary,60,False,1.891,531251889,10885702051,2,Juan del la Torre,,,,,,,
531251889,1284479860,0,110826419,1,residential,30,False,202.576,1284479860,531251889,,Calle Jerusal?�n,,,,,destination,,
531251889,6061568161,0,356841217,1,tertiary,20,False,8.193,6061568161,531251889,4,Thomas ?�lvares,,,,,,,
531251889,8692107835,0,113213184,1,primary,60,False,99.3,8692107835,531251889,2,Juan del la Torre,,,,,,,
531251996,1284479843,0,42551429,0,residential,30,True,57.691,1284479843,531251996,2,Carlos Llosa,,,,,,,
531251996,531252143,0,644545197,1,tertiary,40,False,44.261,531251996,531252143,1,Calle Rivero,,,,,,,
531251996,5379249150,0,644545197,1,tertiary,40,False,28.66,5379249150,531251996,1,Calle Rivero,,,,,,,
531252021,1284479860,0,42551429,0,residential,30,False,70.545,1284479860,531252021,2,Carlos Llosa,,,,,,,
531252021,6061568168,0,42551431,0,service,,True,13.927,6061568168,531252021,,Pasaje Violin,,,,,,alley,
531252021,873868065,0,73851180,1,living_street,20,False,19.662,531252021,873868065,,Pasaje Los Cristales,,,,,,,
531252021,1264330798,0,110837674,0,living_street,20,True,28.477,1264330798,531252021,1,Desaguadero,,,,,,,
531252021,1264301856,0,938235844,0,living_street,,False,80.234,1264301856,531252021,,,,,,,,,
531252143,2084081650,0,644545197,1,tertiary,40,False,24.663,531252143,2084081650,1,Calle Rivero,,,,,,,
531252143,531270064,0,42551715,1,residential,40,False,116.619,531252143,531270064,,Calle Filtro,,,,,,,
531252148,1284479856,0,"[113219952, 42551611, 113219956]",1,residential,40,False,71.813,531252148,1284479856,,Garanios,yes,,,,,,
531252148,6061568161,0,644545184,1,primary,60,False,100.88,531252148,6061568161,2,Juan del la Torre,,,,,,,
531252148,531269880,0,200018280,1,primary,60,False,77.456,531269880,531252148,2,Juan del la Torre,,,,,,,
531263579,2099985001,0,530398170,0,footway,,False,8.344,2099985001,531263579,,,,,,,,,
531263579,1284563504,0,"[561141977, 561141978, 356857773]",1,"['secondary', 'primary']",60,False,39.81,1284563504,531263579,2,"['Juan del la Torre', 'Avenida Arequipa']",yes,,,,,,
531269880,531269963,0,761297274,1,residential,40,False,7.78,531269963,531269880,2,Calle Peral,,,,,,,
531269880,5150516924,0,200018280,1,primary,60,False,10.338,5150516924,531269880,2,Juan del la Torre,,,,,,,
531269963,5150516925,0,356857773,1,primary,60,False,10.631,531269963,5150516925,2,Juan del la Torre,,,,,,,
531269963,10997907532,0,356857773,1,primary,60,False,8.374,10997907532,531269963,2,Juan del la Torre,,,,,,,
531269963,10997907533,0,761297274,1,residential,40,False,10.996,10997907533,531269963,2,Calle Peral,,,,,,,
531270051,531270096,0,1284435490,1,residential,30,False,90.553,531270051,531270096,2,Lucas Poblete,,,,,,,
531270051,10997907533,0,42551713,0,residential,40,False,71.246,10997907533,531270051,2,Calle Peral,,,,,,,
531270051,531270064,0,354690408,1,residential,40,False,117.097,531270051,531270064,2,Calle Peral,,,,,,,
531270051,531270109,0,"[42551714, 892928716]",1,residential,30,False,240.879,531270109,531270051,2,Lucas Poblete,,,,,,,
531270064,4025045388,0,1270954404,1,residential,40,False,99.894,531270064,4025045388,2,Calle Peral,,,,,,,
531270064,531270109,0,902508901,0,residential,40,True,137.465,531270109,531270064,2,Calle Filtro,,,,,,,
531270064,11664040834,0,1254745368,0,footway,,True,20.903,11664040834,531270064,,,,,,,,,
531270069,4025046911,0,675622468,1,residential,40,False,10.041,531270069,4025046911,2,Calle Peral,,,,,,,
531270069,5180886026,0,"[399823497, 1164208402, 403480281]",0,service,,"[False, True]",110.058,5180886026,531270069,,,,,,,private,,
531270069,4025045388,0,675622468,1,residential,40,False,49.656,4025045388,531270069,2,Calle Peral,,,,,,,
531270096,2084081650,0,644545197,1,tertiary,40,False,100.02,2084081650,531270096,1,Calle Rivero,,,,,,,
531270109,5377989886,0,1270954403,0,residential,40,True,29.88,5377989886,531270109,2,Calle Saenz Pe??a,,,,,,,
531270109,4536391016,0,644545188,0,residential,40,False,38.72,4536391016,531270109,,Pasaje Juan Velasco Alvarado,,,,,,,
873867970,10923337582,0,27640077,0,tertiary,30,False,86.086,10923337582,873867970,2,Avenida Emmel,,,,,,,
873867970,5375720555,0,110809271,0,residential,30,True,71.047,5375720555,873867970,,Calle Javier Delgado,,,,,,,
873867977,1281950261,0,109450971,0,residential,,True,10.918,1281950261,873867977,,Calle Bello Horizonte,,,,,,,
873867977,5460698699,0,109450971,0,residential,,False,89.991,5460698699,873867977,,Calle Bello Horizonte,,,,,,,
873867977,10062503680,0,26008336,1,primary,50,False,6.928,10062503680,873867977,2,Avenida Jos?� Abelardo Qui??ones,,,,,,,
873868065,6061568168,0,644545187,0,living_street,,False,11.217,6061568168,873868065,,,,,,,,,
873868065,1264342868,0,73851180,1,living_street,20,False,131.904,873868065,1264342868,,Pasaje Los Cristales,,,,,,,
876655990,876656039,0,74103830,0,footway,,True,10.522,876656039,876655990,,,,,,,,,
876655990,876656091,0,74103839,0,footway,,True,3.015,876656091,876655990,,Calle Toledo,,,,,,,
876655990,876655996,0,74103839,0,footway,,False,18.714,876655996,876655990,,Calle Toledo,,,,,,,
876655994,4766382434,0,432928474,0,footway,,False,16.434,4766382434,876655994,,,,,,,,,
876655994,876656108,0,74103838,0,footway,,True,48.933,876656108,876655994,,Calle C??rdoba,,,,,,,
876655994,876655996,0,74103839,0,footway,,True,51.467,876655996,876655994,,Calle Toledo,,,,,,,
876655996,876656064,0,74103840,0,footway,,False,28.751,876656064,876655996,,Calle Sevilla,,,,,,,
876656003,876656003,0,74103836,0,footway,,False,12.971,876656003,876656003,,,,,,,,,
876656003,876656017,0,"[432939234, 74103837]",0,"['footway', 'steps']",,False,13.932,876656017,876656003,,,,,,,,,
876656015,876656064,0,74103841,0,footway,,True,23.186,876656064,876656015,,Calle Burgos,,,,,,,
876656015,876656091,0,"[74103841, 74103844, 74103839]",0,footway,,False,62.507,876656091,876656015,,"['Calle Burgos', 'Calle Toledo']",,,,,,,
876656015,876656091,1,74103842,0,footway,,True,26.062,876656091,876656015,,,,,,,,,
876656016,876656103,0,432928792,0,footway,,True,16.843,876656103,876656016,,,,,,,,,
876656016,876656094,0,432928792,0,footway,,False,14.12,876656094,876656016,,,,,,,,,
876656016,4318562864,0,432928794,0,footway,,True,7.868,4318562864,876656016,,,,,,,,,
876656017,4318560742,0,432928475,0,footway,,False,11.155,4318560742,876656017,,,,,,,,,
876656017,876656103,0,"[432928792, 467360777, 467360775]",0,footway,,False,103.014,876656103,876656017,,,,,,,,,
876656025,4075488093,0,175588727,1,residential,30,False,204.308,876656025,4075488093,2,Calle la Recoleta,,,,,,,
876656025,5412214077,0,561257187,1,residential,30,False,286.528,876656025,5412214077,1,Calle Beaterio,,,,,,,
876656025,5379805298,0,587064526,1,residential,,False,61.257,5379805298,876656025,1,Calle Beaterio,,,,,,,
876656046,1264340226,0,127637373,0,pedestrian,,False,119.093,1264340226,876656046,,Pasaje de la Catedral,,,,4,,,
876656046,1264289888,0,419739135,0,pedestrian,,True,54.934,1264289888,876656046,,Santa Catalina,,,,6,,,
876656059,876656103,0,74103828,0,footway,,False,51.625,876656103,876656059,,,,,,,,,
876656064,4318560750,0,"[74103834, 74103843, 74103829]",0,"['footway', 'steps']",,True,47.15,4318560750,876656064,,Calle Granada,,,,,,,
876656094,876656108,0,74103831,0,footway,,False,32.012,876656108,876656094,,,,,,,,,
876656094,876656108,1,432928793,0,footway,,True,33.147,876656108,876656094,,,,,,,,,
911059921,914103844,0,38855847,1,residential,40,False,128.067,911059921,914103844,2,Calle Santa Marta,,,,,,,
911059921,1284563660,0,675622469,1,residential,40,False,124.622,1284563660,911059921,2,Calle Peral,,,,,,,
911059962,4110755574,0,62002254,1,residential,40,False,74.082,911059962,4110755574,,Calle San Jos?�,,,,,,,
911059962,3946659303,0,109453710,1,residential,40,False,10.419,911059962,3946659303,2,Calle Col??n,,,,,,,
911059962,4058263259,0,403477585,1,residential,40,False,2.921,4058263259,911059962,,Siglo XX,,,,,,,
911059962,4427984764,0,1184486863,1,residential,40,False,57.639,4427984764,911059962,2,Calle Col??n,,,,,,,
914103783,1264300750,0,1185802231,0,living_street,30,True,59.433,1264300750,914103783,,,,,,,,,
914103844,1264369170,0,109453710,1,residential,40,False,41.737,914103844,1264369170,2,Calle Col??n,,,,,,,
914103844,4058263267,0,109453710,1,residential,40,False,52.99,4058263267,914103844,2,Calle Col??n,,,,,,,
914192142,2087821444,0,110812060,1,tertiary,40,False,44.484,914192142,2087821444,,Avenida Salaverry,,,,,,,
914192142,1264353981,0,"[1185167880, 110827790]",0,living_street,,True,60.301,1264353981,914192142,,,,,,,private,,
914192142,11012886975,0,110812060,1,tertiary,40,False,27.781,11012886975,914192142,,Avenida Salaverry,,,,,,,
914192146,1264333227,0,77720543,1,residential,40,False,103.154,914192146,1264333227,,Calle Garc?�a Calder??n,,,,,,,
914192146,1264295740,0,110820639,1,tertiary,35,False,54.63,914192146,1264295740,,Paz Sold?�n,,,,,,,
914192146,5391127548,0,110820639,1,tertiary,35,False,65.819,5391127548,914192146,,Paz Sold?�n,,,,,,,
914192160,1264364404,0,354685068,1,residential,40,False,34.691,914192160,1264364404,,Calle Garc?�a Calder??n,,,,,,,
914192160,5200768339,0,"[536991977, 1029022307]",0,tertiary,60,True,59.876,5200768339,914192160,"['2', '4']",Avenida de la Marina,,,,,,,
914192160,9487193848,0,1029022307,0,tertiary,60,False,90.326,9487193848,914192160,2,Avenida de la Marina,,,,,,,
914202058,4427963958,0,62002254,1,residential,40,False,40.371,914202058,4427963958,,Calle San Jos?�,,,,,,,
914202058,3946583377,0,873382764,1,tertiary,40,False,18.112,914202058,3946583377,,Calle Rivero,,,,,,,
914626999,5169939759,0,644545198,1,tertiary,30,False,57.252,914626999,5169939759,2,Calle Ayacucho,,,,,,,
914626999,1284563421,0,409153478,1,tertiary,40,False,130.457,1284563421,914626999,,Calle Rivero,,,,,,,
914626999,4058288099,0,200014777,1,tertiary,30,False,116.821,4058288099,914626999,1,Calle Ayacucho,,,,,,,
1198280880,8375245722,0,23909563,1,primary,30,False,5.858,1198280880,8375245722,2,?�valo Qui??onez,,AR-116,roundabout,,,,
1198280880,11010994634,0,198345700,1,primary,50,False,53.944,11010994634,1198280880,2,Avenida Victor Andr?�s Bela??nde,,AR-116,,,,,
1198315877,1198315931,0,426152663,0,trunk_link,40,False,92.586,1198315931,1198315877,,,,,,,,,
1198315877,3609574253,0,558918778,1,primary_link,,False,72.429,1198315877,3609574253,2,,,,,,,,
1198315877,2084960170,0,"[1053161593, 426152659]",0,primary,60,True,97.133,2084960170,1198315877,2,"['Avenida Alfonso Ugarte', 'Avenida Parra']",,AR-113,,,,,
1198315877,1198315932,0,1053161593,0,primary,60,False,44.465,1198315932,1198315877,2,Avenida Alfonso Ugarte,,AR-113,,,,,
1198315894,10859133119,0,809391022,1,trunk,50,False,17.255,1198315894,10859133119,2,Avenida Miguel Forga,,PE-34C,,,,,
1198315894,1198315949,0,"[1167637753, 1167637754, 505965076]",0,footway,,True,17.693,1198315949,1198315894,,,,,,,,,
1198315894,2087471699,0,"[1167637755, 505965076, 505965077]",0,footway,,"[False, True]",15.138,2087471699,1198315894,,,,,,,,,
1198315894,8374968447,0,809391022,1,trunk,50,False,16.719,8374968447,1198315894,2,Avenida Miguel Forga,,PE-34C,,,,,
1198315913,10904424548,0,809391022,1,trunk,50,False,9.899,1198315913,10904424548,2,Avenida Miguel Forga,,PE-34C,,,,,
1198315913,1264335890,0,110844598,1,residential,40,False,20.502,1264335890,1198315913,,Calle Jacinto Ib?�??ez,,,,,,,
1198315913,2087449445,0,809391022,1,trunk,50,False,22.047,2087449445,1198315913,2,Avenida Miguel Forga,,PE-34C,,,,,
1198315916,1198315928,0,1276190814,1,trunk,40,False,14.038,1198315916,1198315928,2,,,PE-34C,roundabout,,,,
1198315916,2087471706,0,110816100,1,secondary,50,False,17.6,2087471706,1198315916,2,Avenida Arturo Ib?�??ez,,,,,,,
1198315916,7567888648,0,1276425066,1,trunk,40,False,16.868,7567888648,1198315916,2,,,PE-34C,roundabout,,,,
1198315928,1264336087,0,1276190814,1,trunk,40,False,14.377,1198315928,1264336087,2,,,PE-34C,roundabout,,,,
1198315931,5391078156,0,558918782,0,residential,,True,126.425,5391078156,1198315931,,,,,,,,,
1198315932,7105677075,0,25979534,1,primary,60,False,82.175,1198315932,7105677075,2,Avenida Alfonso Ugarte,,,,,,,
1198315932,1264343694,0,110844688,1,trunk_link,30,False,146.131,1264343694,1198315932,,,,,,,,,
1198315932,7154758745,0,596675274,1,primary,60,False,90.181,7154758745,1198315932,2,Avenida Alfonso Ugarte,,,,,,,
1198315949,8374968448,0,24010201,1,trunk,50,False,15.411,1198315949,8374968448,2,Avenida Miguel Forga,,PE-34C,,,,,
1198315949,2087471703,0,"[1167637752, 1167637753, 505965078]",0,footway,,True,14.325,2087471703,1198315949,,,,,,,,,
1198315949,10904424559,0,24010201,1,trunk,50,False,133.425,10904424559,1198315949,2,Avenida Miguel Forga,,PE-34C,,,,,
1198315960,1264354492,0,540035648,1,trunk,60,False,46.865,1198315960,1264354492,2,Variante Uchumayo,,PE-34C,,,,,
1198315960,9331081991,0,103800668,1,trunk_link,40,False,94.09,1198315960,9331081991,,Andia,,,,,,,
1198315960,3609574261,0,"[540035648, 103799785, 809391022]",1,trunk,"['60', '50']",False,111.201,3609574261,1198315960,2,"['Variante Uchumayo', 'Avenida Miguel Forga']",yes,PE-34C,,,,,
1198453759,1198453785,0,570550128,0,residential,,False,10.484,1198453785,1198453759,2,Jos?� Mar?�a Escriba,,,,,,,
1198453759,5564783752,0,25979534,1,primary,60,False,36.261,1198453759,5564783752,2,Avenida Alfonso Ugarte,,,,,,,
1198453759,3946856632,0,25979534,1,primary,60,False,38.063,3946856632,1198453759,2,Avenida Alfonso Ugarte,,,,,,,
1198453785,5564783722,0,570550128,0,residential,,False,108.379,5564783722,1198453785,2,Jos?� Mar?�a Escriba,,,,,,,
1198453785,5485432509,0,596675274,1,primary,60,False,3.603,1198453785,5485432509,2,Avenida Alfonso Ugarte,,,,,,,
1198453785,5564783753,0,596675274,1,primary,60,False,36.14,5564783753,1198453785,2,Avenida Alfonso Ugarte,,,,,,,
1198729212,11002060891,0,1184511690,1,tertiary,30,False,73.996,1198729212,11002060891,2,Calle Los Arrayanes,,,,,,,
1198729212,11008090615,0,"[110834481, 524545073]",0,tertiary,"['30', '40']",False,51.643,11008090615,1198729212,2,Calle Los Arrayanes,,,,,,,
1252902836,5399052223,0,110825194,0,residential,20,False,71.672,5399052223,1252902836,,,,,,,,,
1252902836,1264299808,0,596675272,0,tertiary,,True,28.918,1264299808,1252902836,2,,,,,,,,
1252902836,1264286581,0,596675273,1,tertiary,,False,57.829,1264286581,1252902836,,,,,,,,,
1252903591,3946746980,0,649901512,1,secondary,40,False,5.389,1252903591,3946746980,2,Avenida V?�rgen del Pilar,,,,,,,
1252903591,5393843687,0,110808460,0,residential,,False,76.005,5393843687,1252903591,,,,,,,,,
1252903591,4232782266,0,649901512,1,secondary,40,False,62.15,4232782266,1252903591,2,Avenida V?�rgen del Pilar,,,,,,,
1252906565,1264346470,0,110821604,1,residential,40,False,124.664,1252906565,1264346470,,Calle la Merced,,,,,,,
1252906565,11068021146,0,533913536,1,tertiary,40,False,34.084,1252906565,11068021146,2,Calle Palacio Viejo,,,,,,,
1252906565,1253008354,0,110821604,1,residential,40,False,119.966,1253008354,1252906565,,Calle la Merced,,,,,,,
1252906565,5203304828,0,533913536,1,tertiary,40,False,84.179,5203304828,1252906565,2,Calle Palacio Viejo,,,,,,,
1252908763,1252999279,0,25980282,1,tertiary,30,False,68.89,1252908763,1252999279,2,Lazo de los Rios,,,,,,,
1252908763,1396135803,0,557396852,0,residential,,True,149.511,1396135803,1252908763,,Lavalle,,,,,,,
1252908763,1396138602,0,25980282,1,tertiary,30,False,42.209,1396138602,1252908763,2,Lazo de los Rios,,,,,,,
1252909280,11009101041,0,558922120,0,residential,,False,8.848,11009101041,1252909280,,,,,,,,,
1252909280,11016609802,0,1254722684,1,residential,30,False,86.235,1252909280,11016609802,,Calle Alcides Carri??n,,,,,,,
1252909280,11009101042,0,1254722684,1,residential,30,False,6.311,11009101042,1252909280,,Calle Alcides Carri??n,,,,,,,
1252911231,11014861193,0,1185829616,0,service,,False,9.738,11014861193,1252911231,,Arias Rodriguez,,,,,,,
1252911231,4941438677,0,"[596675277, 596675274, 198622669]",1,primary,60,False,85.416,1252911231,4941438677,2,Avenida Alfonso Ugarte,yes,,,,,,
1252914267,1264320225,0,110830216,1,residential,40,False,104.498,1252914267,1264320225,2,Calle Per??,,,,,,,
1252914267,1264330973,0,110836957,0,residential,30,True,76.605,1264330973,1252914267,2,Calle 2 de Mayo,,,,,,,
1252914267,1252983988,0,110836957,0,residential,30,False,125.718,1252983988,1252914267,2,Calle 2 de Mayo,,,,,,,
1252914267,4427910607,0,110830216,1,residential,40,False,29.709,4427910607,1252914267,2,Calle Per??,,,,,,,
1252914298,1252938327,0,110818406,0,residential,30,True,22.516,1252938327,1252914298,,,,,,,private,,
1252917034,1264347406,0,675676888,1,residential,40,False,120.576,1252917034,1264347406,2,Calle Villalba,,,,,,,
1252917034,4055452455,0,408760590,1,residential,40,False,142.94,1252917034,4055452455,1,Calle Moral,,,,,,,
1252917034,1264316137,0,675676888,1,residential,40,False,121.987,1264316137,1252917034,2,Calle Villalba,,,,,,,
1252917034,1264342650,0,873382765,1,residential,40,False,65.006,1264342650,1252917034,2,Calle Moral,,,,,,,
1252918191,5375734630,0,110820930,0,residential,30,True,103.634,5375734630,1252918191,,Estadium,,,,,,,
1252918191,5375734634,0,557398378,0,footway,,True,60.046,5375734634,1252918191,,,,,,,,,
1252918191,1264284197,0,642660304,1,residential,40,False,88.038,1252918191,1264284197,,Avenida Garc?�a de Carbajal,,,,,,,
